rew_vec_envs,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/clip_range,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/std,train/explained_variance,train/n_updates,train/clip_fraction
2.0434046,,,,,,,,,,,,,,,
,508,773,4,7831552,,,,,,,,,,,
109.43161,,,,,0.2,0.0001,45068.48046875,223399.3254720052,0.00017470882,-0.0001904416977292082,-5.207913721352815,0.8901218771934509,0.3675270676612854,1110,0.0
1.978805,,,,,,,,,,,,,,,
3.272103,,,,,,,,,,,,,,,
2.0608308,,,,,,,,,,,,,,,
1.9503082,,,,,,,,,,,,,,,
2.7564135,,,,,,,,,,,,,,,
2.8036664,,,,,,,,,,,,,,,
2.5572793,,,,,,,,,,,,,,,
2.1754496,,,,,,,,,,,,,,,
3.1322544,,,,,,,,,,,,,,,
2.642995,,,,,,,,,,,,,,,
3.077667,,,,,,,,,,,,,,,
2.7976773,,,,,,,,,,,,,,,
2.2446954,,,,,,,,,,,,,,,
2.0387747,,,,,,,,,,,,,,,
1.7976395,,,,,,,,,,,,,,,
,639,769,5,7929856,,,,,,,,,,,
2.75754,,,,,0.2,0.0001,96223.765625,234060.35647786458,9.768823e-05,-0.00012687339876720215,-5.208004861076673,0.890170693397522,0.391788125038147,1120,0.0
2.8021052,,,,,,,,,,,,,,,
2.0325232,,,,,,,,,,,,,,,
2.6221125,,,,,,,,,,,,,,,
2.8355625,,,,,,,,,,,,,,,
2.7078228,,,,,,,,,,,,,,,
2.1186736,,,,,,,,,,,,,,,
2.2505207,,,,,,,,,,,,,,,
3.002716,,,,,,,,,,,,,,,
3.0009263,,,,,,,,,,,,,,,
3.0148327,,,,,,,,,,,,,,,
1.869902,,,,,,,,,,,,,,,
2.2725012,,,,,,,,,,,,,,,
2.1444614,,,,,,,,,,,,,,,
66.28571,,,,,,,,,,,,,,,
2.2613034,,,,,,,,,,,,,,,
,766,769,6,8028160,,,,,,,,,,,
23.260176,,,,,0.2,0.0001,172851.515625,229449.3306722005,5.0214727e-05,-0.00010054749885360556,-5.20824776267012,0.8902338743209839,0.37492048740386963,1130,0.0
1.9187597,,,,,,,,,,,,,,,
2.9531128,,,,,,,,,,,,,,,
3.4282215,,,,,,,,,,,,,,,
2.9870956,,,,,,,,,,,,,,,
2.8154871,,,,,,,,,,,,,,,
2.8156784,,,,,,,,,,,,,,,
2.6061685,,,,,,,,,,,,,,,
3.5003173,,,,,,,,,,,,,,,
2.09365,,,,,,,,,,,,,,,
2.7612438,,,,,,,,,,,,,,,
1.8648983,,,,,,,,,,,,,,,
2.2963736,,,,,,,,,,,,,,,
2.777586,,,,,,,,,,,,,,,
1.8829652,,,,,,,,,,,,,,,
2.24595,,,,,,,,,,,,,,,
,894,769,7,8126464,,,,,,,,,,,
2.7910955,,,,,0.2,0.0001,107183.125,195323.46983032225,6.502468e-05,-0.0001115555825890624,-5.208248149851958,0.890156090259552,0.3933972120285034,1140,0.0
172.81734,,,,,,,,,,,,,,,
2.99909,,,,,,,,,,,,,,,
3.5063283,,,,,,,,,,,,,,,
2.44807,,,,,,,,,,,,,,,
3.0761166,,,,,,,,,,,,,,,
2.2230892,,,,,,,,,,,,,,,
3.2587585,,,,,,,,,,,,,,,
2.394632,,,,,,,,,,,,,,,
2.7398882,,,,,,,,,,,,,,,
1.8711582,,,,,,,,,,,,,,,
2.2250547,,,,,,,,,,,,,,,
2.8039799,,,,,,,,,,,,,,,
2.869384,,,,,,,,,,,,,,,
2.7296438,,,,,,,,,,,,,,,
23.537918,,,,,,,,,,,,,,,
,1025,766,8,8224768,,,,,,,,,,,
2.30909,,,,,0.2,0.0001,72849.609375,250707.0661743164,6.16938e-05,-0.00010402273225433116,-5.207953211168448,0.8901030421257019,0.3605498671531677,1150,0.0
2.07515,,,,,,,,,,,,,,,
2.9212763,,,,,,,,,,,,,,,
2.996807,,,,,,,,,,,,,,,
3.2738237,,,,,,,,,,,,,,,
3.419471,,,,,,,,,,,,,,,
2.8348224,,,,,,,,,,,,,,,
2.7216556,,,,,,,,,,,,,,,
1.8788344,,,,,,,,,,,,,,,
1.9964151,,,,,,,,,,,,,,,
3.0467346,,,,,,,,,,,,,,,
2.8518364,,,,,,,,,,,,,,,
2.6782532,,,,,,,,,,,,,,,
2.7989175,,,,,,,,,,,,,,,
2.7092612,,,,,,,,,,,,,,,
2.5826986,,,,,,,,,,,,,,,
,1151,768,9,8323072,,,,,,,,,,,
1.4382225,,,,,0.2,0.0001,94791.34375,212041.17223815917,6.330494e-05,-0.0001083004760099963,-5.2078282602131365,0.8901004195213318,0.3944033980369568,1160,0.0
2.3630452,,,,,,,,,,,,,,,
3.2627184,,,,,,,,,,,,,,,
2.641292,,,,,,,,,,,,,,,
2.9302876,,,,,,,,,,,,,,,
2.9447784,,,,,,,,,,,,,,,
2.0618546,,,,,,,,,,,,,,,
2.3690422,,,,,,,,,,,,,,,
2.2390108,,,,,,,,,,,,,,,
2.0486317,,,,,,,,,,,,,,,
1.9319315,,,,,,,,,,,,,,,
2.7397804,,,,,,,,,,,,,,,
2.2605505,,,,,,,,,,,,,,,
87.28707,,,,,,,,,,,,,,,
2.5007012,,,,,,,,,,,,,,,
3.448314,,,,,,,,,,,,,,,
,1282,766,10,8421376,,,,,,,,,,,
2.601814,,,,,0.2,0.0001,95608.15625,179982.79098103842,0.00012359988,-0.00016772837510264555,-5.207770806799332,0.8900918960571289,0.40669721364974976,1170,0.0
2.4572058,,,,,,,,,,,,,,,
2.0693479,,,,,,,,,,,,,,,
2.1487648,,,,,,,,,,,,,,,
2.241033,,,,,,,,,,,,,,,
2.0871365,,,,,,,,,,,,,,,
2.4373972,,,,,,,,,,,,,,,
2.9800851,,,,,,,,,,,,,,,
1.6219177,,,,,,,,,,,,,,,
2.0107048,,,,,,,,,,,,,,,
2.4867067,,,,,,,,,,,,,,,
1.8882507,,,,,,,,,,,,,,,
2.7011201,,,,,,,,,,,,,,,
3.5699475,,,,,,,,,,,,,,,
3.166748,,,,,,,,,,,,,,,
2.4955509,,,,,,,,,,,,,,,
,1411,765,11,8519680,,,,,,,,,,,
